filename,actual_label,final_prediction,final_confidence,correct,vreg,eireg_anger,eireg_fear,eireg_joy,eireg_sadness,affect_pred,affect_confidence,p_fake,web_verdict,web_confidence,web_explanation,web_query,p_fake_affect,p_fake_web,combined_p_fake
biz13.legit.txt,real,fake,0.5527,False,0.567,0.292,0.354,0.292,0.292,real,0.712,0.288,CONTRADICTED,0.8,"The article states that Ford will invest $1.2 billion in three Michigan plants, but the evidence shows that Ford has made multiple investments in Michigan, including a $3.5 billion investment for a new EV battery plant in Marshall, Michigan, creating 2,500 jobs.",Ford investment in Michigan plants details,0.288,0.7291,0.5527
biz14.legit.txt,real,fake,0.5582,False,0.667,0.292,0.292,0.292,0.25,real,0.7019,0.2981,CONTRADICTED,0.8,"The article states that Amazon bought Souq in 2019, but the evidence suggests that the acquisition was completed in 2017 and Souq was rebranded as Amazon in various countries over the years.",Amazon acquisition of Souq.com price and terms,0.2981,0.7315,0.5582
biz15.legit.txt,real,real,0.658,True,0.422,0.396,0.396,0.1,0.396,real,0.5409,0.4591,SUPPORTED,0.9,"The evidence supports the article's claim that Wells Fargo was involved in a fake accounts scandal, which led to the firing of four executives, a $185 million fine, and the termination of over 5,000 employees.",fake accounts scandal Wells Fargo employee firings and fines,0.4591,0.264,0.342
biz16.legit.txt,real,real,0.7555,True,0.567,0.292,0.396,0.292,0.292,real,0.7144,0.2856,SUPPORTED,0.9,"The evidence supports the article's claims about Neuralink's technology and goals, including the development of brain-machine interfaces and the use of robotic surgery for implantation.",Elon Musk Neuralink brain electrode technology,0.2856,0.2171,0.2445
biz17.legit.txt,real,real,0.667,True,0.483,0.396,0.521,0.2,0.396,real,0.5569,0.4431,SUPPORTED,0.9,"The evidence supports the article's claim that UK banks have prepared Brexit contingency plans, including relocating jobs and operations to EU hubs, to mitigate risks from a potential no-deal scenario.",UK banks Brexit contingency plans,0.4431,0.2596,0.333
biz18.legit.txt,real,fake,0.5566,False,0.638,0.292,0.354,0.3,0.25,real,0.7047,0.2953,CONTRADICTED,0.8,"The article states that the number of commercial aircraft ordered by airlines jumped to 43 last month from just four in February 2016, according to ADS, the industry trade association. However, the evidence from Flight Plan shows that in February 2017, Airbus had 40 net new orders compared to Boeing's 28, which contradicts the article's claim of a tenfold increase in aircraft orders.",commercial aircraft orders by airline February 2017 vs February 2016,0.2953,0.7309,0.5566
biz19.legit.txt,real,real,0.7171,True,0.567,0.333,0.396,0.32,0.292,real,0.6461,0.3539,SUPPORTED,0.9,"The evidence from the Office for National Statistics supports the article's claim that UK retail sales rose in February, with a 3.9% increase in value and 1.5% increase in volume compared to the previous year.",UK retail sales February 2018 statistics Office for National Statistics,0.3539,0.2356,0.2829
biz20.legit.txt,real,real,0.6535,True,0.467,0.396,0.458,0.188,0.333,real,0.5329,0.4671,SUPPORTED,0.9,"The evidence from multiple sources, including the IATA's official website, BBC News, and Aviation Week, confirms that the IATA has criticized the laptop cabin ban as ineffective and causing commercial distortions.",IATA effectiveness laptop cabin ban,0.4671,0.2661,0.3465
biz21.legit.txt,real,real,0.7464,True,0.569,0.292,0.292,0.292,0.25,real,0.6982,0.3018,SUPPORTED,0.9,"The evidence confirms that American Airlines and China Southern Airlines have a partnership, including codeshare agreements, reciprocal frequent flyer benefits, and lounge access, which was expanded in 2018.",American Airlines China Southern partnership details,0.3018,0.2215,0.2536
biz22.legit.txt,real,real,0.6622,True,0.467,0.396,0.42,0.18,0.396,real,0.5484,0.4516,SUPPORTED,0.9,The evidence supports the article's claim that the EU blocked the merger between the London Stock Exchange and Deutsche Börse in 2017 due to concerns over creating a monopoly.,EU approval of London Stock Exchange Deutsche Boerse merger,0.4516,0.2619,0.3378
